Textos_espanol,sdg
"Para hacer frente a todos los escenarios, el operador del sistema debe tener un rango de reservas auxiliares en la cartera de generación para mantener la estabilidad del sistema, la regulación, el seguimiento de la carga y prepararse para el peor de los casos. La programación y despacho de reservas auxiliares es un ejercicio complicado. Las reservas auxiliares generalmente se dividen en tres categorías según la rapidez con la que pueden aumentar o disminuir su producción para satisfacer la demanda. (Pueden aumentar o disminuir la producción muy rápidamente (entre unos pocos segundos y minutos) para responder a las perturbaciones de frecuencia. Compara la producción real de la planta, durante un período de tiempo determinado, con la cantidad de energía que la planta habría producido si hubiera había funcionado a plena capacidad durante la misma cantidad de tiempo.",7
"Este artículo descubre los compromisos normativos que subyacen a las discusiones sobre el cumplimiento y el diseño institucional en el derecho internacional y la teoría de las relaciones internacionales (RI) a través de un examen del concepto de “comunidad global” en diferentes discursos disciplinarios. En estas discusiones teóricas se evocan tres imágenes de comunidad global: la pluralista, la solidarista y la discursiva. Después de esbozar las dos primeras y discutir las críticas que se les han hecho, el artículo busca defender la tercera imagen, que ofrece un enfoque de la integración social global que es a la vez culturalmente sintonizado y ambicioso en su alcance. Basándose en la teoría crítica de las relaciones internacionales, la filosofía política y las teorías discursivas del derecho, el artículo argumenta que la imagen propuesta de comunidad global tiene el potencial de resolver con éxito la tensión inherente entre el orden, la justicia y la diversidad cultural, y donde el derecho internacional puede desempeñar un papel. papel significativo.",16
"Como actores no estatales, las EMSP no están acogidas por las doctrinas tradicionales del derecho internacional dominadas por los estados. Sin embargo, el derecho internacional en sí mismo no ha logrado seguir el ritmo de la evolución de los estados y los actores estatales, a los que ya no se aplican las fuertes nociones de soberanía de Westfalia. Se argumenta que estas insuficiencias estructurales se interponen en el camino de la regulación internacional de las EMSP, en lugar de defectos en los derechos humanos internacionales y el derecho humanitario per se. Al analizar la comprensión de la responsabilidad legal, donde estos problemas estructurales pasan a primer plano, se argumenta que, en lugar de intentar resolver la disputa esencialmente ideológica sobre las funciones inherentes de un estado, los regímenes regulatorios deberían centrarse en las obligaciones positivas de los estados y las EMSP. , y las interacciones entre ellos. Aplicando los resultados de este análisis, se evalúan los regímenes regulatorios actuales y propuestos y se revelan sus deficiencias.",16
"Las plantas de carbón (particularmente las plantas más pequeñas) a menudo están fácilmente disponibles para ser implementadas para nivelar los picos y valles en el sistema de energía. Sin embargo, su envío está a menudo al margen de las consideraciones económicas o medioambientales. Las centrales eléctricas de carbón son menos flexibles en respuesta a los cambios de carga debido a sus tiempos de arranque/apagado más prolongados y su mayor velocidad de cambio (debido a la inercia térmica). Además, las plantas de carbón funcionan con una eficiencia mucho menor cuando no funcionan a plena capacidad.",7
"Un estudio más detallado tendría que considerar las diferencias nacionales y subnacionales en las posibilidades de producción de las diversas tecnologías. Tenga en cuenta que, como se argumentó anteriormente, el hecho de que el GFIT examinado aquí tenga diferentes tarifas para las diversas tecnologías es un incentivo para que los países se centren en las fuentes de energía que tienen el mayor potencial técnico, independientemente de su costo en relación con otras tecnologías. Por lo tanto, utilizar los potenciales técnicos para dividir la inversión en energías renovables entre las diversas tecnologías tiene sentido en relación con otras alternativas, como considerar las elecciones reales que hacen los países actualmente, en ausencia de apoyo externo para las fuentes de energía renovable.",7
"El artículo se centra en la decisión del Abogado General Militar Israelí (MAG) de acusar a un oficial que ordenó matar a tiros a un manifestante palestino esposado y con los ojos vendados, y al soldado que ejecutó la orden, por “conducta impropia”. Avanza las siguientes proposiciones: (i) desde la perspectiva del derecho internacional aplicable, los hechos del caso califican el tiroteo como un crimen de guerra, (ii) dicha decisión del MAG israelí es indicativa de una política de tolerancia hacia la violencia contra protesta civil no violenta contra la construcción del Muro de Separación, (iii) la implicación de tal política es doble: en primer lugar, podría transformar la “conducta impropia” c que legalmente es un crimen de guerra c en un crimen de lesa humanidad, en segundo lugar, bien puede interpretarse como una invitación a la comunidad internacional a intervenir mediante el ejercicio de la jurisdicción universal.",16
"Este capítulo examina la libertad de religión en la constitución canadiense. Después de ubicar la protección moderna de la libertad de religión dentro de la historia constitucional canadiense, el capítulo explora la interpretación de ese derecho por parte de la Corte Suprema de Canadá, prestando especial atención a cómo la ley constitucional define y entiende la religión misma. Luego, el capítulo pasa a tres temas que han surgido como centrales en la jurisprudencia sobre la libertad de religión, pero que también reflejan cuestiones más amplias dentro del constitucionalismo canadiense: la inestabilidad de la división público/privado como medio para analizar los problemas constitucionales, la tensión entre los derechos individuales y la consideración de los intereses colectivos y comunitarios, y las paradojas que encierra la aspiración a la neutralidad estatal. En última instancia, el capítulo argumenta que la libertad de religión ofrece una vía única para comprender los temas más profundos, las tensiones, las ideologías y las políticas que operan en el estado canadiense, y la historia y la lógica de su orden constitucional.",16
"UN FARO CONTRA LA APROBACIÓN Y LA IMPLEMENTACIÓN DE LA LEY REPRESIVA Tras el derribo, por aviones, de las torres gemelas del World Trade Center de Nueva York el 11 de septiembre de 2001, las democracias occidentales han pasado cada una de una serie de leyes “antiterroristas” o legislación de seguridad criticada constantemente por violar los derechos humanos y civiles. El 23 de febrero de 2007, la Corte Suprema de Canadá determinó por unanimidad que las disposiciones de la Ley de Inmigración y Protección de Refugiados de 2001 (Canadá) que pretenden proteger a los ciudadanos del terrorismo y los terroristas infringen la Carta Canadiense de Derechos y Libertades 'la Carta').1 Aunque no Yendo tan lejos como deseaban los solicitantes, la decisión es una afirmación de que los gobiernos y los parlamentos no tienen carta blanca para restringir los derechos de las personas dentro de las fronteras de un estado en nombre de la protección y la seguridad.",16
"Este tipo de estructura de mercado es típica de los sectores energéticos previos a la liberalización en la mayoría de los países, incluidas las seis economías SEE. Por ejemplo, la experiencia de los países miembros de la OCDE en la liberalización del mercado de la energía es que los mercados de electricidad que están coordinados e integrados a través de las fronteras en los mercados regionales brindan beneficios al consumidor, incluidos precios más competitivos y una mayor seguridad del suministro (IEA, 2005). Más recientemente, ha quedado claro que se requiere la integración regional de los mercados de electricidad para lograr reducciones de emisiones al menor costo (IEA, 2014a). Las ganancias potenciales de equilibrar los recursos, si se comparten de manera efectiva entre las economías, incluyen mayores posibilidades técnicas para equilibrar la provisión de capacidad, menores costos generales de equilibrio y la alineación de los costos de equilibrar la provisión de servicios con los costos de hacerlos disponibles (ECS, 2014). ).",7
"Resumen En los conflictos civiles y étnicos, las minorías sexuales experimentan un mayor riesgo de crímenes de guerra como la violencia sexual, la tortura y la muerte. Como resultado, las minorías sexuales siguen siendo una población invisible en los conflictos armados debido a la necesidad de seguridad. El estudio adicional de las minorías sexuales en zonas de conflicto confronta cuestiones de derechos humanos, crímenes de guerra y los efectos psicosociales de la guerra. Este artículo revisa la investigación existente sobre minorías sexuales en zonas de conflicto, examina los hallazgos sobre derechos humanos, crímenes de guerra y los efectos psicosociales de la guerra y la violencia en las poblaciones de minorías sexuales, y revisa las barreras a la efectividad que enfrentan los programas de intervención desarrollados específicamente para ayudar. sociedades post-conflicto. El artículo concluye con un resumen de los hallazgos dentro de la literatura y consideraciones adicionales para la investigación sobre la agresión y el comportamiento violento con grupos de minorías sexuales en zonas de conflicto.",16
"En este artículo investigamos la tensión entre la gobernabilidad y la construcción del Estado. La gobernanza enfatiza la diversificación, la racionalidad reflexiva, la interacción heterárquica, la negociación y la coordinación, mientras que la construcción del estado enfatiza la centralización, la racionalidad procesal, el orden jerárquico, el control y la regulación. A pesar del conflicto resultante de las diferencias entre sus respectivas esencias, existe cierta mezcla entre los dos. Por un lado, el proceso de construcción del estado es simultáneo con el proceso de establecimiento de los derechos civiles y la democracia. Por otro lado, se necesita un Estado fuerte que sirva de base para la gobernabilidad debido a los riesgos asociados con el fracaso de la gobernabilidad y la necesidad de la metagobernanza. Tales conflictos y mezclas construyen la tensión y la dialéctica entre la gobernabilidad y la construcción del Estado. Con respecto al funcionamiento de esta dialéctica, es necesario mantener dicha tensión correctamente fundamentada en el estado de derecho.",16
"Si bien no es radicalmente diferente de las economías similares de Bulgaria, Eslovenia y Turquía, esto es particularmente significativo para las seis economías evaluadas dado que el acceso al suministro de gas natural es irregular en el mejor de los casos, con Albania, Kosovo y Montenegro sin conexión a gasoductos. Esta incertidumbre en el suministro de energía es perjudicial para el bienestar del consumidor y, de manera crucial, socava la competitividad nacional. Los suministros de energía confiables son fundamentales para la competitividad de las industrias y empresas locales, y una señal importante para los inversores potenciales. La cartera de inversiones en infraestructura energética tiene como objetivo mejorar aún más la seguridad energética, abordar las debilidades históricas restantes y adaptarse al rápido cambio tecnológico.",7
"Este artículo examina el derecho internacional pertinente relacionado con el consentimiento informado para el tratamiento de personas con discapacidades psicosociales y reflexiona sobre la protección que ofrece a este respecto el Convenio Europeo de Derechos Humanos (CEDH) y el Convenio del Consejo de Europa sobre Derechos Humanos y Biomedicina. El artículo argumenta que, si bien la Convención de las Naciones Unidas sobre los Derechos de las Personas con Discapacidad está comenzando a influir en la jurisprudencia del Tribunal Europeo de Derechos Humanos, el CEDH y el Tribunal solo han brindado una protección ""débil"" a las personas con discapacidad psicosocial en relación con al consentimiento informado para el tratamiento médico.",16
"Este artículo detalla una simulación de la formulación de un nuevo tratado internacional de derechos humanos diseñado para un curso introductorio de estudios internacionales. La comprensión y el interés de los estudiantes en una variedad de temas de relaciones internacionales, incluida la diplomacia, los juegos de dos niveles, el derecho internacional, los derechos humanos y la toma de decisiones en grupo, se refuerzan al involucrar activamente a los estudiantes en la formulación de políticas y negociaciones de estado a estado. . El artículo está estructurado en torno a los cuatro componentes clave de los enfoques de aprendizaje activo (objetivos educativos, parámetros de diseño, procedimientos y evaluación y debriefing) para proporcionar una comprensión completa de los objetivos, la configuración, el proceso y las ventajas del simulación. La simulación se ha ejecutado con éxito varias veces tanto en una gran universidad estatal como en una pequeña institución de artes liberales. Los comentarios de apoyo de los estudiantes y una interesante variedad de resultados indican que esta simulación es una adición positiva al curso y refuerza el uso de enfoques de aprendizaje activo en el aula de estudios internacionales.",16
"Objeto â€“ Los casos de corrupciÃ³n, malversaciÃ³n, hurto y fraude, abuso de discrecionalidad, favoritismo, nepotismo, clientelismo y abuso de poder en los gobiernos han generado una creciente demanda de la sociedad por acceder a la informaciÃ³n pÃºblica. En respuesta a esta demanda, los gobiernos se han visto obligados a ser más transparentes en la conducción de sus actividades. El índice de transparencia de la información (TI) puede estar condicionado por características económicas y políticas de los gobiernos locales que afecten la información proporcionada. ¿Qué factores influyeron en el índice de transparencia municipal? La literatura sobre transparencia se basa en gran medida en las explicaciones de la teoría de la agencia y la teoría de la legitimidad. Con base en los postulados de ambas teorías, el propósito de este artículo es doble. En primer lugar, estudiar el índice de transparencia de los municipios españoles y, en segundo lugar, determinar las principales características que están afectando al índice de transparencia. DiseÃ±o/metodologÃa/aproximaciÃ³n â€“ Los datos se recogieron del ranking de Transparencia Internacional EspaÃ±a y de la sob...",16
"El capítulo de Aust trata del papel de los tribunales nacionales en la interpretación de los tratados. Analiza cómo los tribunales nacionales hacen uso de las reglas de interpretación establecidas en la Convención de Viena sobre el Derecho de los Tratados. Estas normas pertenecen a la categoría de normas secundarias del ordenamiento jurídico internacional. Un enfoque divergente entre los tribunales nacionales podría socavar la coherencia del derecho internacional. El capítulo ofrece una descripción general de lo que la Convención establece como programa interpretativo ideal, cómo se relaciona esta cuestión con las nociones del estado de derecho internacional y cómo se aborda el proceso de interpretación en las decisiones de los tribunales nacionales. Argumenta que la adhesión a las reglas establecidas en la Convención de Viena puede fortalecer el estado de derecho internacional.",16
"Este capítulo, que examina los delitos de Estado, que incluyen el genocidio, los crímenes de guerra, la tortura, la violencia policial y la “gran corrupción” (el saqueo organizado de los recursos nacionales por parte de la élite gobernante), propone en primer lugar una definición que contempla los delitos de Estado como una forma de Desviación organizativa que implica la violación de los derechos humanos Después de analizar el alcance de la actividad estatal claramente criminal en el mundo de hoy, describe un enfoque dialéctico para explicar el crimen estatal y evaluar algunos de los métodos innovadores actualmente empleados en la investigación del crimen estatal. los estados como actores criminales y trabajos académicos sobre el crimen de estado.",16
"Este capítulo destaca el desacuerdo de Lucius Caflisch con la sentencia mayoritaria de la Gran Sala del tribunal europeo de derechos humanos en Al-Adsani v. Reino Unido. En 2000, una Gran Sala del tribunal europeo de derechos humanos se enfrentó a tres casos separados, todos alegando que se había violado la convención europea sobre derechos humanos debido a las restricciones impuestas al acceso a los tribunales por solicitudes de inmunidad estatal soberana. Los casos se decidieron a raíz del litigio de Pinochet, y las referencias de jus cogens en esos juicios proporcionaron gran parte del lastre para los argumentos de los demandantes. Sus argumentos sientan las bases para que los jueces interpreten la prohibición de la tortura de jus cogens como una obligación internacional superior de otorgar a los Estados y sus agentes inmunidad total en los casos en los que se alegue tortura. Palabras clave: disidencia de Al-Adsani, tribunal europeo de derechos humanos, comisión de derecho internacional (CDI), prohibición de jus cogens, Lucius Caflisch, prohibición de la tortura, inmunidad estatal soberana",16
"Este artículo está motivado por dos tendencias en las relaciones internacionales (RI): la tendencia general hacia el neoliberalismo global y el giro discursivo en la erudición de las RI. El neoliberalismo, aunque no se practica plenamente en ninguna parte, se ha convertido en el discurso dominante y la medida normativa de las ideas de política económica en torno a las cuales se unen los debates políticos. Todo esto es más notorio entre los países menos desarrollados. Este artículo intenta explicar este cambio gradual en la economía política global, donde la mayoría de las discusiones se centran en un conjunto central de ideas y creencias sobre cómo debería funcionar el sistema. Dado que la evidencia de este cambio ideacional/discursivo es anterior al final de la Guerra Fría y cambió fuera de sintonía con el crecimiento constante de la interdependencia económica, se justifican nuevos enfoques. Lo que se argumenta aquí es que el estudio de la interacción social entre estados arrojará mucha luz sobre cómo se ha desarrollado el sistema internacional hasta su estado actual.",16
"ResumenObjetivos: En todo el mundo, los organismos encargados de hacer cumplir la ley vinculan con frecuencia el tráfico de drogas ilícitas con delitos graves y organizados, como el terrorismo y el tráfico de armas. Sin embargo, quedan pocos análisis académicos sistemáticos sobre el alcance y la naturaleza de los vínculos. Este documento exploró el grado de concordancia entre las tendencias en el tráfico de drogas de alto nivel y otros siete delitos graves y organizados en Australia: y qué delitos (y subtipos de delitos) se correlacionan más y menos con el tráfico de drogas. Métodos: Datos oficiales sobre delitos del Commonwealth Director del Ministerio Público se obtuvo sobre procesos penales por tráfico de drogas, lavado de dinero, fraude, tráfico de armas, tráfico de personas, tráfico sexual, terrorismo y corrupción y tendencias examinadas durante una década: 2005-2006 a 2014-2015. Resultados: análisis revelado una correlación positiva entre el narcotráfico y el lavado de dinero y las subcategorías de corrupción, fraude y trata de personas. No se encontró una correlación positiva entre el narcotráfico...",16
"El rango de control primario debe ser de ±2% de la potencia nominal, pero se deben lograr valores más altos, hasta ±5%. Las reservas de control de frecuencia primaria se activarán en 30 segundos y se mantendrán durante al menos 15 minutos. El rango de control secundario debe ser de al menos ±10% de la potencia nominal y debe activarse con una velocidad mínima de 1%/min. Se lograrán velocidades de rampa más altas, con una velocidad máxima de 5%/min.",7
"Este documento presenta un aspecto tácito de la inmunidad de los Jefes de Estado, a saber, que dicha inmunidad está en desacuerdo con la expectativa de que el derecho internacional debe aplicarse para desafiar la resistencia y promover el respeto por los derechos humanos. Considera la cuestión de si la inmunidad de los Jefes de Estado da lugar a la impunidad de facto en el caso de violaciones de los derechos humanos reconocidas como normas imperativas (jus cogens) cometidas por dichos Jefes de Estado. Si bien este documento enfatiza el papel crítico de la inmunidad de los Jefes de Estado en el contexto de las relaciones internacionales, argumenta que los Jefes de Estado no deben estar exentos de castigo cuando están en juego violaciones de esos derechos humanos.",16
"Los defensores y los opositores de los estatutos de derechos de la revisión judicial a menudo comparten ideales políticos y, sin embargo, discrepan profundamente sobre los mejores medios para promoverlos o sobre la forma adecuada de equilibrarlos en caso de conflicto. En su libro más reciente, Wil Waluchow intenta proporcionar una teoría de la revisión judicial que trate adecuadamente los ideales populares de estabilidad y adaptabilidad. La piedra angular de su argumento es la noción de moralidad comunitaria, la que permite a los jueces constitucionales desarrollar leyes constitucionales (adaptabilidad) sin dejar de ser leales a los principios democráticos y del estado de derecho (estabilidad). El objetivo de este artículo es ofrecer una crítica de la noción de moralidad comunitaria, en particular, el objetivo es desafiar la suposición de que la moralidad de los miembros de las sociedades plurales modernas es tan uniforme como lo requiere la teoría de Waluchow. .",16
"Este artículo examina el papel de la cobertura televisiva en la toma de decisiones de los votantes durante la campaña electoral federal australiana de 2001, convocada apenas unas semanas después de un importante incidente de solicitantes de asilo y los ataques terroristas del 11 de septiembre. Lo hace explorando la dependencia diferencial de los votantes en dos conjuntos de temas distintos y de alto perfil que dominaron la cobertura de la campaña electoral en los medios: los temas internos que habían sido el foco durante todo el año electoral (especialmente salud, educación e impuestos) y los temas internacionales. temas que asumieron el centro de la escena justo antes de la convocatoria de las elecciones (refugiados y solicitantes de asilo, terrorismo y defensa y seguridad nacional). Usando un análisis de contenido original de la cobertura televisiva y la encuesta electoral australiana de 2001, los modelos de efectos de interacción arrojan patrones significativamente diferentes de confianza en lo internacional y lo nacional para los grupos de votantes. Estos efectos se distinguen por el momento de elección del voto de los individuos y el nivel de su interés e información política existente. Moderador...",16
"Las medidas coercitivas unilaterales son condenadas anualmente por la Asamblea General de la ONU por ser contrarias al derecho internacional y por tener efectos negativos sobre los derechos humanos y la economía de los países en desarrollo. Aunque la doctrina legal generalmente encuentra que las limitaciones de la coerción económica son un área gris del derecho internacional, estas resoluciones podrían ser indicativas de una prohibición emergente. Sin embargo, tras un examen más detallado, parecería que no satisfacen los criterios requeridos, desarrollados por la jurisprudencia y la doctrina internacionales, para establecer una nueva costumbre. Dicho esto, las resoluciones ilustran claramente una división entre los Estados desarrollados y en desarrollo sobre la legitimidad de las sanciones unilaterales que no deben descartarse. Con el fin de comprender cómo surgió esta división y cómo podemos superarla, el artículo procede a abordar los factores sociales que conducen a su creación.",16
"Esta contribución al simposio de conocimiento común “Paz por otros medios” argumenta que el impulso por la autoestima, logrado ganando honor o posición, ha sido una de las causas fundamentales de los conflictos violentos y la guerra a lo largo de la historia y que la pacificación que no toma La explicación de lo que los griegos llamaban thumos está condenada al fracaso. Utilizando un conjunto de datos original de todas las guerras desde 1648 (la Paz de Westfalia) que involucran a grandes potencias o en ascenso, el ensayo muestra cómo las guerras asociadas con el honor, la posición y la venganza, todas expresiones de thumos, superan en número a las causadas por seguridad o preocupaciones materiales. . Al mismo tiempo, se argumenta, la diplomacia y la teoría de las relaciones internacionales se han inclinado cada vez más hacia la creencia de que los conflictos se resuelven únicamente mediante negociaciones basadas en la consideración racional de los intereses materiales. El autor concluye que la resolución de conflictos necesita repensar sus presupuestos en comparación con los de la literatura y la filosofía grecolatinas.",16
"La situación demográfica insatisfactoria en los países europeos, en particular la reducción de la fecundidad, actualiza la cuestión de los derechos reproductivos. Los derechos reproductivos incluyen la capacidad humana de tomar decisiones libres e independientes sobre su salud reproductiva, incluido el nacimiento de los hijos, el tiempo y los intervalos entre su nacimiento, el derecho a decidir sobre la procreación sin discriminación, amenazas y violencia, así como el reconocimiento de la derecho a recibir información relevante. El artículo está dedicado al análisis de algunos aspectos teóricos generales, penales y procesales problemáticos en el campo de los derechos reproductivos. En particular, se consideran en el artículo las cuestiones de la aplicación de tecnologías de reproducción asistida, su regulación a nivel internacional y nacional, así como en la práctica del Tribunal Europeo de Derechos Humanos (en adelante, CEDH). Se presta especial atención a la especificidad de los factores legales y prácticos de la gestación subrogada.",16
"América Latina puede, con el tiempo, liberarse de gran parte de la corrupción que ahora penetra en sus esferas públicas y corporativas. Dada la ruptura de la impunidad para los políticos y ejecutivos en Brasil y en otros lugares, la creciente intolerancia de los tratos corruptos por parte de los ciudadanos de América Latina y una mayor vigilancia de la sociedad civil y los medios de comunicación, es mucho más fácil limpiar esos países completamente corruptos de la práctica de la corrupción. más probable que en décadas pasadas. Los ejemplos en su mayoría positivos de Uruguay, Chile y Costa Rica son prometedores. Las innovaciones propuestas en este capítulo también podrían ayudar.",6
"La pobreza urbana concentrada en los Estados Unidos se aborda desde una doble perspectiva. El primer punto de vista se deriva de la literatura de las ciencias sociales. Para avanzar en la base de conocimiento existente, se hace referencia a un programa de investigación específico, el Proyecto sobre Desarrollo Humano en los Vecindarios de Chicago. Este esfuerzo se encuentra actualmente en la mitad del curso de un estudio de una década de niños de todos los principales grupos raciales/étnicos, clases sociales y vecindarios de la ciudad y está demostrando los impactos negativos en el desarrollo social y de comportamiento de los niños al ser criados en zonas de pobreza concentrada. La segunda perspectiva contempla la pobreza urbana en el contexto de una disparidad de ingresos cada vez mayor ya través de la lente de los derechos económicos y sociales otorgados a los ciudadanos de una democracia. Se necesita urgentemente liderazgo político para desafiar este nivel de disparidad y reconocer la pobreza urbana concentrada como una violación insidiosa de los derechos humanos, particularmente los de los niños afroamericanos.",16
"Poner fin a las atrocidades humanitarias se ha vuelto tan importante para las Naciones Unidas como prevenir la guerra interestatal. Este libro examina la transformación de las operaciones de la ONU, analizando su función y estructura cambiantes. Ramesh Thakur pregunta por qué, cuándo y cómo se puede usar la fuerza, y argumenta que el abismo cada vez mayor entre la legalidad y la legitimidad es evidencia de un sentido erosionado de comunidad internacional. Considera la tensión entre Estados Unidos, con su capacidad de usar la fuerza y ​​proyectar poder, y las Naciones Unidas, como el centro del sistema internacional de aplicación de la ley. Afirma la importancia central del estado de derecho y un orden basado en reglas centrado en las Naciones Unidas como la base de un sistema civilizado de relaciones internacionales. Este libro será de interés para los estudiantes de las Naciones Unidas y las organizaciones internacionales en los departamentos de política, derecho y relaciones internacionales, así como para los encargados de formular políticas en las organizaciones internacionales gubernamentales y no gubernamentales.",16
"Esto permitiría que todos los sectores se beneficiaran de una mejor gestión del agua y facilitaría la gestión conjunta de los recursos hídricos, en particular durante tiempos de escasez. La cobertura parcial limita los beneficios potenciales de SWM como una herramienta para mitigar los riesgos de inundaciones y sequías, por lo tanto, sería interesante vincularse con MAFRA y KRC durante la etapa de desarrollo para explorar oportunidades de colaboración. ¿Cuáles son las ganancias potenciales para la comunidad agrícola?",6
"El derecho internacional carece del tipo de marco integral para organizar y estructurar sus normas, instituciones y funciones, tal como lo prevén los fundamentos constitucionales de los estados nacionales. En cambio, el sistema legal internacional, al menos en lo que respecta a los tratados, puede verse en gran medida como un conjunto de regímenes separados que son iguales en rango y distintos en membresía, reglas, instituciones, mecanismos legislativos y solución de controversias. Su interrelación se rige por dos medios bastante diferentes: por un lado, las organizaciones internacionales pueden ejercer cierta supervisión política dentro de una serie de confines y límites. Por otro lado, si se trata de cuestiones de aplicación e interpretación de reglas particulares en casos particulares, entra en juego el derecho internacional de los tratados, tal como lo establece principalmente la Convención de Viena sobre el Derecho de los Tratados de 1969 (CVDT).",16
"El análisis que sigue tiene como objetivo presentar nueva información dinámica sobre la ley apremiante del uso de la fuerza y ​​los avances en el establecimiento de la paz en África. Pretende ser más descriptivo que analítico. Discutirá, entre otras cosas, la evolución del derecho internacional del uso de la fuerza mediante la evaluación de la práctica estatal y la evolución del derecho de los tratados en África desde el final de la Guerra Fría.",16
"¿Por qué la mayoría de los países africanos están mal dirigidos? Este artículo aborda la cuestión desde la perspectiva de la economía política, considerando a los líderes como individuos que responden racionalmente a los incentivos creados por su entorno. Crítico es el nivel de riesgo, que puede alentar a los líderes a seguir políticas económicamente destructivas a corto plazo. Usando una nueva base de datos de transiciones de liderazgo nacional en África desde 1960, el artículo demuestra que los riesgos de ocupar cargos públicos son muy altos en la región. También encuentra que los países africanos donde los líderes enfrentan menos riesgos tienden a tener regímenes económicos más abiertos y niveles más bajos de corrupción política percibida, como lo predice la teoría de la economía política. Debido a que hace que el entorno político sea menos peligroso, la democratización en la región ofrece cierta esperanza de alentar a los líderes a gobernar con miras a resultados a más largo plazo. Copyright © 2001 John Wiley & Sons, Ltd.",7
"En organizaciones más grandes, la responsabilidad departamental por los costos de energía puede ser importante. Por ejemplo, si los departamentos son responsables de sus propios costos de energía, se benefician directamente de los ahorros de los proyectos de inversión o las medidas de limpieza. Pero si los ahorros de costos van a la empresa en su conjunto, el incentivo departamental se diluye (incentivos divididos).",7
"Este artículo examina las formas en que la civilización islámica ha enfrentado los desafíos de la era moderna y de la globalización. La expansión del Islam en la historia mundial es en sí misma un proceso global o proto-global con su propia dinámica interna distintiva. El principal desafío para el islam moderno, proveniente de la cultura política global en forma de constitucionalismo y democratización y derechos humanos, ha puesto en marcha un encuentro civilizacional que ha alterado significativamente la dinámica político-religiosa del mundo islámico premoderno proto-global. patrón. La mezcla de estos procesos entre civilizaciones e intracivilizaciones se rastrea con respecto a la subversión del constitucionalismo por la ideología durante el período de 1945 a 1989, y la lenta recuperación del estado de derecho desde 1989. Se utiliza el mismo marco de análisis de civilizaciones. para comprender el fundamentalismo islámico y los desarrollos defensivos contra-globales en el Islam contemporáneo.",16
"Un metanálisis de una gran cantidad de modelos climáticos arrojó una estimación media de USD 129 por tC02 para 2025. Una vez más, estas cifras resultantes de modelos de arriba hacia abajo de muy alto nivel deben tomarse con mucha precaución. Digamos simplemente que su orden de magnitud es comparable al de las estimaciones de los costes sociales del carbono, lo que respalda el objetivo de los 2 °C. El precio apropiado de las emisiones de C02 debe abrir una brecha entre los costos de la generación de energía basada en combustibles fósiles y la generación con tecnologías bajas en carbono como la energía nuclear, hidroeléctrica y renovables.",7
"Cabe señalar que los análisis recientes confirman que estos desafíos no se limitan a los países en desarrollo: los países de la OCDE enfrentan problemas similares (aunque diferentes), y las respuestas eficientes requieren, entre otras cosas, que los servicios relacionados con el agua se fijen de manera que contribuyan a una gama de objetivos ambientales, sociales, económicos y financieros. Algunas regiones, como partes del sur y este de Asia, Australia, África y el Medio Oriente, sufren escasez física real de agua. Las áreas secas pueden no tener escasez de agua si el uso se mantiene dentro de los límites de disponibilidad local. Por el contrario, las áreas “húmedas” pueden sufrir estrés si el uso se acerca a los límites de disponibilidad.",6
"¿Por qué las políticas con el propósito declarado de proteger la seguridad nacional a menudo se dirigen exclusivamente a los no ciudadanos como amenazas a la seguridad? Este artículo examina cómo las ideas prevalecientes sobre seguridad y ciudadanía impactan en los derechos de los no ciudadanos a través de un análisis del procedimiento de certificado de seguridad canadiense y la decisión de la Corte Suprema en Charkaoui. Una comprensión multidimensional de la ciudadanía y la apatridia muestra que los certificados de seguridad de los detenidos comparten vulnerabilidades complejas que siguen sin reconocerse en Charkaoui. En cambio, Charkaoui reitera y explota la falta de derechos de los detenidos colocándolos fuera de la sociedad canadiense e invistiéndolos con una agencia ficticia para elegir entre la detención y la deportación.",16
Introducción: Estudios jurídicos sobre la transnacionalización - Una década del derecho alemán Revista Teorizando el derecho transnacional Derecho comparado - La apertura del derecho público alemán Derecho comparado - El derecho privado alemán en el mundo Derecho internacional y guerra sin fronteras Derecho constitucional europeo,16
"La urbanización y el aumento de la demanda de agua refuerzan la necesidad de recolectar y tratar los efluentes de aguas residuales. Lo mismo se aplica a las industrias y, de manera similar, a la agricultura. Con este fin, la OCDE (2017) recomienda que los gobiernos combinen instrumentos regulatorios, basados ​​en la información y económicos para proporcionar incentivos continuos para que los usuarios del agua y los contaminadores reduzcan la presión cuantitativa y cualitativa sobre los recursos hídricos.",6
"El analista de noticias de radio William S. Gailmor fue incluido en la lista negra a fines de la década de 1940 por presentar una perspectiva de ""frente popular"" en el aire. El frente popular, un movimiento socialdemócrata masivo de las décadas de 1930 y 1940, alcanzó su apogeo después de la Segunda Guerra Mundial, abrazando las causas del antifascismo, los derechos laborales, los derechos civiles, las libertades civiles, la democracia económica y la reforma de los medios. Desde noviembre de 1950 hasta noviembre de 1952, Gailmor volvió al periodismo y escribió una columna regular sobre temas de ""bienestar humano"" para el tabloide de Nueva York Daily Compass. Examinar las columnas de Gailmor, especialmente aquellas que destacan la tensión entre las necesidades humanas y las demandas del estado de seguridad nacional, revela cómo una minoría de periodistas de frente popular continuó desafiando la narrativa predominante de la Guerra Fría, incluso en el apogeo del Terror Rojo.",16
